,Year,coder1-encodings,Consistency,X,Y
225,2010,Surface/Volume,1,52,6
226,2010,Surface/Volume,1,54,6
227,2010,Surface/Volume,1,56,6
228,2010,Surface/Volume,1,58,6
229,2010,Surface/Volume,1,60,6
230,2010,Surface/Volume,1,62,6
231,2010,Surface/Volume,1,64,6
232,2010,Surface/Volume,1,0,7
233,2010,Surface/Volume,1,2,7
234,2010,Surface/Volume,1,4,7
235,2010,Surface/Volume,1,6,7
236,2010,Surface/Volume,1,8,7
237,2005,Surface/Volume,0,10,7
238,2005,Surface/Volume,0,12,7
239,2005,Surface/Volume,0,14,7
240,2005,Surface/Volume,0,16,7
241,2005,Surface/Volume,0,18,7
242,2005,Surface/Volume,0,20,7
243,2005,Surface/Volume,1,22,7
244,2005,Surface/Volume,1,24,7
245,2005,Surface/Volume,1,26,7
246,2005,Surface/Volume,1,28,7
247,2005,Surface/Volume,1,30,7
248,2005,Surface/Volume,1,32,7
249,2005,Surface/Volume,1,34,7
250,2005,Surface/Volume,1,36,7
251,2005,Surface/Volume,1,38,7
252,2005,Surface/Volume,1,40,7
253,2005,Surface/Volume,1,42,7
254,2005,Surface/Volume,1,44,7
255,2005,Surface/Volume,1,46,7
256,2005,Surface/Volume,1,48,7
257,2005,Surface/Volume,1,50,7
258,2005,Surface/Volume,1,52,7
259,2005,Surface/Volume,1,54,7
260,2005,Surface/Volume,1,56,7
261,2005,Surface/Volume,1,58,7
262,2005,Surface/Volume,1,60,7
263,2005,Surface/Volume,1,62,7
264,2005,Surface/Volume,1,64,7
265,2005,Surface/Volume,1,0,8
266,2005,Surface/Volume,1,2,8
267,2005,Surface/Volume,1,4,8
268,2005,Surface/Volume,1,6,8
269,2005,Surface/Volume,1,8,8
270,2005,Surface/Volume,1,10,8
271,2005,Surface/Volume,1,12,8
272,2005,Surface/Volume,1,14,8
273,2005,Surface/Volume,1,16,8
274,2005,Surface/Volume,1,18,8
275,2005,Surface/Volume,1,20,8
276,2005,Surface/Volume,1,22,8
277,2005,Surface/Volume,1,24,8
278,2005,Surface/Volume,1,26,8
279,2005,Surface/Volume,1,28,8
280,2005,Surface/Volume,1,30,8
281,2005,Surface/Volume,1,32,8
282,2005,Surface/Volume,1,34,8
283,2005,Surface/Volume,1,36,8
284,2005,Surface/Volume,1,38,8
285,2005,Surface/Volume,1,40,8
286,2005,Surface/Volume,1,42,8
287,2005,Surface/Volume,1,44,8
288,2005,Surface/Volume,1,46,8
289,2005,Surface/Volume,1,48,8
290,2005,Surface/Volume,1,50,8
291,2005,Surface/Volume,1,52,8
292,2005,Surface/Volume,1,54,8
293,2005,Surface/Volume,1,56,8
294,2005,Surface/Volume,1,58,8
295,2005,Surface/Volume,1,60,8
296,2005,Surface/Volume,1,62,8
297,2005,Surface/Volume,1,64,8
298,2005,Surface/Volume,1,0,9
299,2005,Surface/Volume,1,2,9
300,2005,Surface/Volume,1,4,9
301,2005,Surface/Volume,1,6,9
302,2005,Surface/Volume,1,8,9
303,2005,Surface/Volume,1,10,9
304,2005,Surface/Volume,1,12,9
305,2005,Surface/Volume,1,14,9
306,2005,Surface/Volume,1,16,9
307,2005,Surface/Volume,1,18,9
308,2005,Surface/Volume,1,20,9
309,2005,Surface/Volume,1,22,9
310,2005,Surface/Volume,1,24,9
311,2005,Surface/Volume,1,26,9
312,2005,Surface/Volume,1,28,9
313,2005,Surface/Volume,1,30,9
314,2005,Surface/Volume,1,32,9
315,2005,Surface/Volume,1,34,9
316,2005,Surface/Volume,1,36,9
317,2005,Surface/Volume,1,38,9
318,2005,Surface/Volume,1,40,9
319,2005,Surface/Volume,1,42,9
320,2005,Surface/Volume,1,44,9
321,2005,Surface/Volume,1,46,9
322,2005,Surface/Volume,1,48,9
323,2005,Surface/Volume,1,50,9
324,2005,Surface/Volume,1,52,9
325,2005,Surface/Volume,1,54,9
326,2005,Surface/Volume,1,56,9
327,2005,Surface/Volume,1,58,9
328,2005,Surface/Volume,1,60,9
329,2005,Surface/Volume,1,62,9
330,2005,Surface/Volume,1,64,9
331,2005,Surface/Volume,1,0,10
332,2005,Surface/Volume,1,2,10
333,2005,Surface/Volume,1,4,10
334,2005,Surface/Volume,1,6,10
335,2005,Surface/Volume,1,8,10
336,2005,Surface/Volume,1,10,10
337,2005,Surface/Volume,1,12,10
338,2005,Surface/Volume,1,14,10
339,2005,Surface/Volume,1,16,10
340,2005,Surface/Volume,1,18,10
341,2005,Surface/Volume,1,20,10
342,2005,Surface/Volume,1,22,10
343,2005,Surface/Volume,1,24,10
344,2005,Surface/Volume,1,26,10
345,2005,Surface/Volume,1,28,10
346,2005,Surface/Volume,1,30,10
347,2005,Surface/Volume,1,32,10
348,2005,Surface/Volume,1,34,10
349,2005,Surface/Volume,1,36,10
350,2005,Surface/Volume,1,38,10
351,2005,Surface/Volume,1,40,10
352,2005,Surface/Volume,1,42,10
353,2005,Surface/Volume,1,44,10
354,2005,Surface/Volume,1,46,10
355,2005,Surface/Volume,1,48,10
356,2005,Surface/Volume,1,50,10
357,2005,Surface/Volume,1,52,10
358,2005,Surface/Volume,1,54,10
359,2005,Surface/Volume,1,56,10
360,2005,Surface/Volume,1,58,10
361,2005,Surface/Volume,1,60,10
362,2005,Surface/Volume,1,62,10
363,2005,Surface/Volume,1,64,10
364,2005,Surface/Volume,1,0,11
365,2005,Surface/Volume,1,2,11
366,2005,Surface/Volume,1,4,11
367,2005,Surface/Volume,1,6,11
368,2005,Surface/Volume,1,8,11
369,2005,Surface/Volume,1,10,11
370,2005,Surface/Volume,1,12,11
371,2005,Surface/Volume,1,14,11
372,2005,Surface/Volume,1,16,11
373,2005,Surface/Volume,1,18,11
374,2005,Surface/Volume,1,20,11
375,2005,Surface/Volume,1,22,11
376,2005,Surface/Volume,1,24,11
377,2005,Surface/Volume,1,26,11
378,2005,Surface/Volume,1,28,11
379,2005,Surface/Volume,1,30,11
380,2005,Surface/Volume,1,32,11
381,2005,Surface/Volume,1,34,11
382,2005,Surface/Volume,1,36,11
383,2005,Surface/Volume,1,38,11
384,2005,Surface/Volume,1,40,11
385,2005,Surface/Volume,1,42,11
386,2005,Surface/Volume,1,44,11
387,2005,Surface/Volume,1,46,11
388,2005,Surface/Volume,1,48,11
389,2005,Surface/Volume,1,50,11
390,2005,Surface/Volume,1,52,11
391,2005,Surface/Volume,1,54,11
392,2005,Surface/Volume,1,56,11
393,2005,Surface/Volume,1,58,11
394,2005,Surface/Volume,1,60,11
395,2005,Surface/Volume,1,62,11
396,2005,Surface/Volume,1,64,11
397,2000,Surface/Volume,0,0,12
398,2000,Surface/Volume,0,2,12
399,2000,Surface/Volume,0,4,12
400,2000,Surface/Volume,0,6,12
401,2000,Surface/Volume,1,8,12
402,2000,Surface/Volume,1,10,12
403,2000,Surface/Volume,1,12,12
404,2000,Surface/Volume,1,14,12
405,2000,Surface/Volume,1,16,12
406,2000,Surface/Volume,1,18,12
407,2000,Surface/Volume,1,20,12
408,2000,Surface/Volume,1,22,12
409,2000,Surface/Volume,1,24,12
410,2000,Surface/Volume,1,26,12
411,2000,Surface/Volume,1,28,12
412,2000,Surface/Volume,1,30,12
413,2000,Surface/Volume,1,32,12
414,2000,Surface/Volume,1,34,12
415,2000,Surface/Volume,1,36,12
416,2000,Surface/Volume,1,38,12
417,2000,Surface/Volume,1,40,12
418,2000,Surface/Volume,1,42,12
419,2000,Surface/Volume,1,44,12
420,2000,Surface/Volume,1,46,12
421,2000,Surface/Volume,1,48,12
422,2000,Surface/Volume,1,50,12
423,2000,Surface/Volume,1,52,12
424,2000,Surface/Volume,1,54,12
425,2000,Surface/Volume,1,56,12
426,2000,Surface/Volume,1,58,12
427,2000,Surface/Volume,1,60,12
428,2000,Surface/Volume,1,62,12
429,2000,Surface/Volume,1,64,12
430,2000,Surface/Volume,1,0,13
431,2000,Surface/Volume,1,2,13
432,2000,Surface/Volume,1,4,13
433,2000,Surface/Volume,1,6,13
434,2000,Surface/Volume,1,8,13
435,2000,Surface/Volume,1,10,13
436,2000,Surface/Volume,1,12,13
437,2000,Surface/Volume,1,14,13
438,2000,Surface/Volume,1,16,13
439,2000,Surface/Volume,1,18,13
440,2000,Surface/Volume,1,20,13
441,2000,Surface/Volume,1,22,13
442,2000,Surface/Volume,1,24,13
443,2000,Surface/Volume,1,26,13
444,2000,Surface/Volume,1,28,13
445,2000,Surface/Volume,1,30,13
446,2000,Surface/Volume,1,32,13
447,2000,Surface/Volume,1,34,13
448,2000,Surface/Volume,1,36,13
449,2000,Surface/Volume,1,38,13
450,2000,Surface/Volume,1,40,13
451,2000,Surface/Volume,1,42,13
452,2000,Surface/Volume,1,44,13
453,2000,Surface/Volume,1,46,13
454,2000,Surface/Volume,1,48,13
455,2000,Surface/Volume,1,50,13
456,2000,Surface/Volume,1,52,13
457,2000,Surface/Volume,1,54,13
458,2000,Surface/Volume,1,56,13
459,2000,Surface/Volume,1,58,13
460,2000,Surface/Volume,1,60,13
461,2000,Surface/Volume,1,62,13
462,2000,Surface/Volume,1,64,13
463,2000,Surface/Volume,1,0,14
464,2000,Surface/Volume,1,2,14
465,2000,Surface/Volume,1,4,14
466,2000,Surface/Volume,1,6,14
467,2000,Surface/Volume,1,8,14
468,2000,Surface/Volume,1,10,14
469,2000,Surface/Volume,1,12,14
470,2000,Surface/Volume,1,14,14
471,2000,Surface/Volume,1,16,14
472,2000,Surface/Volume,1,18,14
473,2000,Surface/Volume,1,20,14
474,2000,Surface/Volume,1,22,14
475,2000,Surface/Volume,1,24,14
476,2000,Surface/Volume,1,26,14
477,2000,Surface/Volume,1,28,14
478,2000,Surface/Volume,1,30,14
479,2000,Surface/Volume,1,32,14
480,2000,Surface/Volume,1,34,14
481,2000,Surface/Volume,1,36,14
482,2000,Surface/Volume,1,38,14
483,2000,Surface/Volume,1,40,14
484,2000,Surface/Volume,1,42,14
485,2000,Surface/Volume,1,44,14
486,2000,Surface/Volume,1,46,14
487,2000,Surface/Volume,1,48,14
488,2000,Surface/Volume,1,50,14
489,2000,Surface/Volume,1,52,14
490,2000,Surface/Volume,1,54,14
491,2000,Surface/Volume,1,56,14
492,2000,Surface/Volume,1,58,14
493,2000,Surface/Volume,1,60,14
494,2000,Surface/Volume,1,62,14
495,2000,Surface/Volume,1,64,14
496,2000,Surface/Volume,1,0,15
497,2000,Surface/Volume,1,2,15
498,2000,Surface/Volume,1,4,15
499,2000,Surface/Volume,1,6,15
500,2000,Surface/Volume,1,8,15
501,2000,Surface/Volume,1,10,15
502,2000,Surface/Volume,1,12,15
503,2000,Surface/Volume,1,14,15
504,2000,Surface/Volume,1,16,15
505,2000,Surface/Volume,1,18,15
506,2000,Surface/Volume,1,20,15
507,2000,Surface/Volume,1,22,15
508,2000,Surface/Volume,1,24,15
509,2000,Surface/Volume,1,26,15
510,2000,Surface/Volume,1,28,15
511,2000,Surface/Volume,1,30,15
512,2000,Surface/Volume,1,32,15
513,2000,Surface/Volume,1,34,15
514,2000,Surface/Volume,1,36,15
515,2000,Surface/Volume,1,38,15
516,2000,Surface/Volume,1,40,15
517,2000,Surface/Volume,1,42,15
518,1995,Surface/Volume,0,44,15
519,1995,Surface/Volume,0,46,15
520,1995,Surface/Volume,0,48,15
521,1995,Surface/Volume,1,50,15
522,1995,Surface/Volume,1,52,15
523,1995,Surface/Volume,1,54,15
524,1995,Surface/Volume,1,56,15
525,1995,Surface/Volume,1,58,15
526,1995,Surface/Volume,1,60,15
527,1995,Surface/Volume,1,62,15
528,1995,Surface/Volume,1,64,15
529,1995,Surface/Volume,1,0,16
530,1995,Surface/Volume,1,2,16
531,1995,Surface/Volume,1,4,16
532,1995,Surface/Volume,1,6,16
533,1995,Surface/Volume,1,8,16
534,1995,Surface/Volume,1,10,16
535,1995,Surface/Volume,1,12,16
536,1995,Surface/Volume,1,14,16
537,1995,Surface/Volume,1,16,16
538,1995,Surface/Volume,1,18,16
539,1995,Surface/Volume,1,20,16
540,1995,Surface/Volume,1,22,16
541,1995,Surface/Volume,1,24,16
542,1995,Surface/Volume,1,26,16
543,1995,Surface/Volume,1,28,16
544,1995,Surface/Volume,1,30,16
545,1995,Surface/Volume,1,32,16
546,1995,Surface/Volume,1,34,16
547,1995,Surface/Volume,1,36,16
548,1995,Surface/Volume,1,38,16
549,1995,Surface/Volume,1,40,16
550,1995,Surface/Volume,1,42,16
551,1995,Surface/Volume,1,44,16
552,1995,Surface/Volume,1,46,16
553,1995,Surface/Volume,1,48,16
554,1995,Surface/Volume,1,50,16
555,1995,Surface/Volume,1,52,16
556,1995,Surface/Volume,1,54,16
557,1995,Surface/Volume,1,56,16
558,1995,Surface/Volume,1,58,16
559,1995,Surface/Volume,1,60,16
560,1995,Surface/Volume,1,62,16
561,1995,Surface/Volume,1,64,16
562,1995,Surface/Volume,1,0,17
563,1995,Surface/Volume,1,2,17
564,1995,Surface/Volume,1,4,17
565,1995,Surface/Volume,1,6,17
566,1995,Surface/Volume,1,8,17
567,1995,Surface/Volume,1,10,17
568,1995,Surface/Volume,1,12,17
569,1995,Surface/Volume,1,14,17
570,1995,Surface/Volume,1,16,17
571,1995,Surface/Volume,1,18,17
572,1995,Surface/Volume,1,20,17
573,1995,Surface/Volume,1,22,17
574,1995,Surface/Volume,1,24,17
575,1995,Surface/Volume,1,26,17
576,1995,Surface/Volume,1,28,17
577,1995,Surface/Volume,1,30,17
578,1995,Surface/Volume,1,32,17
579,1995,Surface/Volume,1,34,17
580,1995,Surface/Volume,1,36,17
581,1995,Surface/Volume,1,38,17
582,1995,Surface/Volume,1,40,17
583,1995,Surface/Volume,1,42,17
584,1995,Surface/Volume,1,44,17
585,1995,Surface/Volume,1,46,17
586,1995,Surface/Volume,1,48,17
587,1995,Surface/Volume,1,50,17
588,1995,Surface/Volume,1,52,17
589,1995,Surface/Volume,1,54,17
590,1995,Surface/Volume,1,56,17
591,1995,Surface/Volume,1,58,17
592,1995,Surface/Volume,1,60,17
593,1995,Surface/Volume,1,62,17
594,1995,Surface/Volume,1,64,17
595,1995,Surface/Volume,1,0,18
596,1990,Surface/Volume,1,2,18
597,1990,Surface/Volume,1,4,18
598,1990,Surface/Volume,1,6,18
599,1990,Surface/Volume,1,8,18
600,1990,Surface/Volume,1,10,18
601,1990,Surface/Volume,1,12,18
602,1990,Surface/Volume,1,14,18
603,1990,Surface/Volume,1,16,18
604,1990,Surface/Volume,1,18,18
605,1990,Surface/Volume,1,20,18
606,1990,Surface/Volume,1,22,18
607,1990,Surface/Volume,1,24,18
608,1990,Surface/Volume,1,26,18
609,1990,Surface/Volume,1,28,18
610,1990,Surface/Volume,1,30,18
611,1990,Surface/Volume,1,32,18
612,1990,Surface/Volume,1,34,18
613,1990,Surface/Volume,1,36,18
614,1990,Surface/Volume,1,38,18
615,1990,Surface/Volume,1,40,18
616,1990,Surface/Volume,1,42,18
617,1990,Surface/Volume,1,44,18
618,1990,Surface/Volume,1,46,18
619,1990,Surface/Volume,1,48,18
620,1990,Surface/Volume,1,50,18
621,1990,Surface/Volume,1,52,18
622,1990,Surface/Volume,1,54,18
623,1990,Surface/Volume,1,56,18
624,1990,Surface/Volume,1,58,18
625,1990,Surface/Volume,1,60,18
626,1990,Surface/Volume,1,62,18
627,1990,Surface/Volume,1,64,18
628,1990,Surface/Volume,1,0,19
629,1990,Surface/Volume,1,2,19
630,1990,Surface/Volume,1,4,19
631,1990,Surface/Volume,1,6,19
632,1990,Surface/Volume,1,8,19
633,1990,Surface/Volume,1,10,19
634,1990,Surface/Volume,1,12,19
635,1990,Surface/Volume,1,14,19
636,1990,Surface/Volume,1,16,19
637,1990,Surface/Volume,1,18,19
638,1990,Surface/Volume,1,20,19
639,1990,Surface/Volume,1,22,19
640,1990,Surface/Volume,1,24,19
641,1990,Surface/Volume,1,26,19
642,1990,Surface/Volume,1,28,19
643,1990,Surface/Volume,1,30,19
644,1990,Surface/Volume,1,32,19
645,1990,Surface/Volume,1,34,19
646,1990,Surface/Volume,1,36,19
647,1990,Surface/Volume,1,38,19
648,1990,Surface/Volume,1,40,19
649,1990,Surface/Volume,1,42,19
650,1990,Surface/Volume,1,44,19
651,1990,Surface/Volume,1,46,19
652,1990,Surface/Volume,1,48,19
653,1990,Surface/Volume,1,50,19
654,1990,Surface/Volume,1,52,19
655,1990,Surface/Volume,1,54,19
656,1990,Surface/Volume,1,56,19
657,1990,Surface/Volume,1,58,19
658,1990,Surface/Volume,1,60,19
659,1990,Surface/Volume,1,62,19
660,1990,Surface/Volume,1,64,19
661,1990,Surface/Volume,1,0,20
662,1990,Surface/Volume,1,2,20
663,1990,Surface/Volume,1,4,20
664,1990,Surface/Volume,1,6,20
665,1990,Surface/Volume,1,8,20
666,2020,Line,0,74,0
667,2020,Line,0,76,0
668,2020,Line,0,78,0
669,2020,Line,0,80,0
670,2020,Line,0,82,0
671,2020,Line,0,84,0
672,2020,Line,0,86,0
673,2020,Line,0,88,0
674,2020,Line,0,90,0
675,2020,Line,0,92,0
676,2020,Line,0,94,0
677,2020,Line,0,96,0
678,2020,Line,1,98,0
679,2020,Line,1,100,0
680,2020,Line,1,102,0
681,2020,Line,1,104,0
682,2020,Line,1,106,0
683,2020,Line,1,108,0
684,2020,Line,1,110,0
685,2020,Line,1,112,0
686,2020,Line,1,114,0
687,2020,Line,1,74,1
688,2020,Line,1,76,1
689,2020,Line,1,78,1
690,2020,Line,1,80,1
691,2020,Line,1,82,1
692,2020,Line,1,84,1
693,2020,Line,1,86,1
694,2020,Line,1,88,1
695,2020,Line,1,90,1
696,2020,Line,1,92,1
697,2020,Line,1,94,1
698,2020,Line,1,96,1
699,2020,Line,1,98,1
700,2020,Line,1,100,1
701,2020,Line,1,102,1
702,2020,Line,1,104,1
703,2020,Line,1,106,1
704,2020,Line,1,108,1
705,2020,Line,1,110,1
706,2020,Line,1,112,1
707,2020,Line,1,114,1
708,2020,Line,1,74,2
709,2020,Line,1,76,2
710,2020,Line,1,78,2
711,2020,Line,1,80,2
712,2020,Line,1,82,2
713,2020,Line,1,84,2
714,2020,Line,1,86,2
715,2020,Line,1,88,2
716,2020,Line,1,90,2
717,2020,Line,1,92,2
718,2020,Line,1,94,2
719,2020,Line,1,96,2
720,2020,Line,1,98,2
721,2020,Line,1,100,2
722,2020,Line,1,102,2
723,2020,Line,1,104,2
724,2020,Line,1,106,2
725,2020,Line,1,108,2
726,2020,Line,1,110,2
727,2020,Line,1,112,2
728,2020,Line,1,114,2
729,2020,Line,1,74,3
730,2020,Line,1,76,3
731,2020,Line,1,78,3
732,2020,Line,1,80,3
733,2020,Line,1,82,3
734,2020,Line,1,84,3
735,2020,Line,1,86,3
736,2020,Line,1,88,3
737,2020,Line,1,90,3
738,2020,Line,1,92,3
739,2020,Line,1,94,3
740,2015,Line,0,96,3
741,2015,Line,0,98,3
742,2015,Line,0,100,3
743,2015,Line,1,102,3
744,2015,Line,1,104,3
745,2015,Line,1,106,3
746,2015,Line,1,108,3
747,2015,Line,1,110,3
748,2015,Line,1,112,3
749,2015,Line,1,114,3
750,2015,Line,1,74,4
751,2015,Line,1,76,4
752,2015,Line,1,78,4
753,2015,Line,1,80,4
754,2015,Line,1,82,4
755,2015,Line,1,84,4
756,2015,Line,1,86,4
