,Year,coder1-encodings,Consistency,Y,X
1008,2005,Node-link,1,15,471
1009,2005,Node-link,1,15,472
1010,2005,Node-link,1,15,473
1011,2005,Node-link,1,15,474
1012,2005,Node-link,1,15,475
1013,2005,Node-link,1,15,476
1014,2005,Node-link,1,15,477
1015,2005,Node-link,1,15,478
1016,2005,Node-link,1,15,479
1017,2005,Node-link,1,15,480
1018,2005,Node-link,1,15,481
1019,2005,Node-link,1,15,482
1020,2005,Node-link,1,15,483
1021,2005,Node-link,1,15,484
1022,2005,Node-link,1,15,485
1023,2005,Node-link,0,15,486
1024,2005,Node-link,1,15,487
1025,2005,Node-link,1,15,488
1026,2005,Node-link,1,15,489
1027,2005,Node-link,1,15,490
1028,2005,Node-link,1,15,491
1029,2005,Node-link,1,15,492
1030,2005,Node-link,1,15,493
1031,2005,Node-link,0,15,494
1032,2005,Node-link,1,15,495
1033,2005,Node-link,1,15,496
1034,2005,Node-link,1,15,497
1035,2005,Node-link,0,15,498
1036,2005,Node-link,0,15,499
1037,2005,Node-link,0,15,500
1038,2005,Node-link,1,15,501
1039,2010,Node-link,1,20,462
1040,2010,Node-link,1,20,463
1041,2010,Node-link,1,20,464
1042,2010,Node-link,1,20,465
1043,2010,Node-link,1,20,466
1044,2010,Node-link,1,20,467
1045,2010,Node-link,0,20,468
1046,2010,Node-link,0,20,469
1047,2010,Node-link,1,20,470
1048,2010,Node-link,1,20,471
1049,2010,Node-link,0,20,472
1050,2010,Node-link,0,20,473
1051,2010,Node-link,0,20,474
1052,2010,Node-link,1,20,475
1053,2010,Node-link,1,20,476
1054,2010,Node-link,0,20,477
1055,2010,Node-link,1,20,478
1056,2015,Node-link,1,25,462
1057,2015,Node-link,1,25,463
1058,2015,Node-link,1,25,464
1059,2015,Node-link,1,25,465
1060,2015,Node-link,0,25,466
1061,2015,Node-link,1,25,467
1062,2015,Node-link,1,25,468
1063,2015,Node-link,1,25,469
1064,2015,Node-link,1,25,470
1065,2015,Node-link,1,25,471
1066,2015,Node-link,1,25,472
1067,2015,Node-link,1,25,473
1068,2015,Node-link,1,25,474
1069,2015,Node-link,0,25,475
1070,2015,Node-link,1,25,476
1071,2015,Node-link,1,25,477
1072,2015,Node-link,1,25,478
1073,2015,Node-link,1,25,479
1074,2015,Node-link,1,25,480
1075,2015,Node-link,0,25,481
1076,2015,Node-link,1,25,482
1077,2015,Node-link,1,25,483
1078,2015,Node-link,1,25,484
1079,2015,Node-link,0,25,485
1080,2015,Node-link,1,25,486
1081,2015,Node-link,1,25,487
1082,2015,Node-link,1,25,488
1083,2015,Node-link,1,25,489
1084,2015,Node-link,1,25,490
1085,2015,Node-link,1,25,491
1086,2020,Node-link,1,30,462
1087,2020,Node-link,1,30,463
1088,2020,Node-link,1,30,464
1089,2020,Node-link,1,30,465
1090,2020,Node-link,1,30,466
1091,2020,Node-link,1,30,467
1092,2020,Node-link,1,30,468
1093,2020,Node-link,0,30,469
1094,2020,Node-link,1,30,470
1095,2020,Node-link,1,30,471
1096,2020,Node-link,1,30,472
1097,2020,Node-link,1,30,473
1098,2020,Node-link,1,30,474
1099,2020,Node-link,1,30,475
1100,2020,Node-link,0,30,476
1101,2020,Node-link,1,30,477
1102,2020,Node-link,1,30,478
1103,2020,Node-link,1,30,479
1104,2020,Node-link,1,30,480
1105,2020,Node-link,1,30,481
1106,2020,Node-link,1,30,482
1107,2020,Node-link,1,30,483
1108,2020,Node-link,1,30,484
1109,2020,Node-link,1,30,485
1110,2020,Node-link,1,30,486
1111,2020,Node-link,1,30,487
1112,2020,Node-link,1,30,488
1113,2020,Node-link,1,30,489
1114,2020,Node-link,0,30,490
1115,2020,Node-link,1,30,491
1116,2020,Node-link,0,30,492
1117,2020,Node-link,1,30,493
1118,1990,Pattern,0,0,542
1119,1990,Pattern,1,0,575
1120,1995,Pattern,1,5,543
1121,1995,Pattern,1,5,544
1122,1995,Pattern,1,5,545
1123,1995,Pattern,0,5,546
1124,2000,Pattern,1,10,543
1125,2000,Pattern,1,10,544
1126,2000,Pattern,1,10,545
1127,2000,Pattern,1,10,546
1128,2000,Pattern,1,10,547
1129,2000,Pattern,0,10,548
1130,2000,Pattern,1,10,549
1131,2000,Pattern,1,10,550
1132,2000,Pattern,1,10,551
1133,2000,Pattern,1,10,552
1134,2005,Pattern,1,15,543
1135,2005,Pattern,1,15,544
1136,2005,Pattern,1,15,545
1137,2005,Pattern,0,15,546
1138,2005,Pattern,1,15,547
1139,2005,Pattern,0,15,548
1140,2005,Pattern,1,15,549
1141,2005,Pattern,1,15,550
1142,2005,Pattern,0,15,551
1143,2005,Pattern,0,15,552
1144,2005,Pattern,0,15,553
1145,2005,Pattern,1,15,554
1146,2005,Pattern,0,15,555
1147,2005,Pattern,1,15,556
1148,2005,Pattern,1,15,557
1149,2005,Pattern,1,15,558
1150,2005,Pattern,1,15,559
1151,2005,Pattern,1,15,560
1152,2005,Pattern,0,15,561
1153,2005,Pattern,1,15,562
1154,2005,Pattern,1,15,563
1155,2010,Pattern,1,20,543
1156,2010,Pattern,1,20,544
1157,2010,Pattern,0,20,545
1158,2010,Pattern,0,20,546
1159,2010,Pattern,0,20,547
1160,2015,Pattern,1,25,543
1161,2015,Pattern,1,25,544
1162,2015,Pattern,1,25,545
1163,2015,Pattern,1,25,546
1164,2015,Pattern,1,25,547
1165,2020,Pattern,1,30,543
1166,2020,Pattern,1,30,544
1167,2020,Pattern,1,30,545
1168,2020,Pattern,1,30,546
1169,2020,Pattern,1,30,547
1170,1990,Point,0,0,596
1171,1990,Point,0,0,602
1172,1990,Point,1,0,603
1173,1990,Point,1,0,604
1174,1990,Point,1,0,605
1175,1990,Point,0,0,606
1176,1990,Point,1,0,607
1177,1990,Point,1,0,608
1178,1995,Point,1,5,597
1179,1995,Point,1,5,598
1180,1995,Point,1,5,599
1181,1995,Point,1,5,600
1182,1995,Point,1,5,601
1183,1995,Point,1,5,602
1184,1995,Point,1,5,603
1185,1995,Point,1,5,604
1186,2000,Point,1,10,597
1187,2000,Point,0,10,598
1188,2000,Point,1,10,599
1189,2000,Point,1,10,600
1190,2000,Point,1,10,601
1191,2000,Point,1,10,602
1192,2000,Point,0,10,603
1193,2000,Point,1,10,604
1194,2000,Point,1,10,605
1195,2000,Point,1,10,606
1196,2000,Point,1,10,607
1197,2000,Point,1,10,608
1198,2000,Point,0,10,609
1199,2000,Point,0,10,610
1200,2000,Point,1,10,611
1201,2000,Point,1,10,612
1202,2005,Point,0,15,597
1203,2005,Point,1,15,598
1204,2005,Point,0,15,599
1205,2005,Point,1,15,600
1206,2005,Point,0,15,601
1207,2005,Point,1,15,602
1208,2005,Point,1,15,603
1209,2005,Point,1,15,604
1210,2005,Point,1,15,605
1211,2005,Point,1,15,606
1212,2005,Point,1,15,607
1213,2005,Point,1,15,608
1214,2005,Point,1,15,609
1215,2005,Point,1,15,610
1216,2010,Point,1,20,597
1217,2010,Point,0,20,598
1218,2010,Point,1,20,599
1219,2010,Point,1,20,600
1220,2010,Point,1,20,601
1221,2010,Point,1,20,602
1222,2010,Point,1,20,603
1223,2010,Point,1,20,604
1224,2010,Point,1,20,605
1225,2010,Point,1,20,606
1226,2010,Point,1,20,607
1227,2010,Point,1,20,608
1228,2010,Point,1,20,609
1229,2010,Point,1,20,610
1230,2010,Point,1,20,611
1231,2010,Point,1,20,612
1232,2010,Point,1,20,613
1233,2010,Point,1,20,614
1234,2010,Point,1,20,615
1235,2010,Point,1,20,616
1236,2010,Point,1,20,617
1237,2010,Point,1,20,618
1238,2010,Point,0,20,619
1239,2010,Point,1,20,620
1240,2010,Point,1,20,621
1241,2010,Point,1,20,622
1242,2010,Point,1,20,623
1243,2010,Point,1,20,624
1244,2010,Point,1,20,625
1245,2010,Point,1,20,626
1246,2010,Point,0,20,627
1247,2010,Point,1,20,628
1248,2015,Point,1,25,597
1249,2015,Point,1,25,598
1250,2015,Point,1,25,599
1251,2015,Point,1,25,600
1252,2015,Point,1,25,601
1253,2015,Point,1,25,602
1254,2015,Point,1,25,603
1255,2015,Point,1,25,604
1256,2015,Point,1,25,605
1257,2015,Point,1,25,606
1258,2015,Point,1,25,607
1259,2015,Point,1,25,608
1260,2015,Point,1,25,609
1261,2015,Point,1,25,610
1262,2015,Point,1,25,611
1263,2015,Point,1,25,612
1264,2015,Point,1,25,613
1265,2015,Point,1,25,614
1266,2015,Point,1,25,615
1267,2015,Point,1,25,616
1268,2015,Point,1,25,617
1269,2015,Point,1,25,618
1270,2015,Point,1,25,619
1271,2015,Point,1,25,620
1272,2015,Point,1,25,621
1273,2015,Point,0,25,622
1274,2015,Point,1,25,623
1275,2015,Point,1,25,624
1276,2015,Point,1,25,625
1277,2015,Point,0,25,626
1278,2015,Point,1,25,627
1279,2015,Point,0,25,628
1280,2015,Point,1,25,629
1281,2015,Point,0,25,630
1282,2015,Point,1,25,631
1283,2015,Point,1,25,632
1284,2015,Point,1,25,633
1285,2015,Point,1,25,634
1286,2015,Point,1,25,635
1287,2015,Point,1,25,636
1288,2015,Point,0,25,637
1289,2015,Point,1,25,638
1290,2015,Point,1,25,639
1291,2015,Point,1,25,640
1292,2015,Point,1,25,641
1293,2020,Point,1,30,597
1294,2020,Point,1,30,598
1295,2020,Point,0,30,599
1296,2020,Point,1,30,600
1297,2020,Point,1,30,601
1298,2020,Point,0,30,602
1299,2020,Point,1,30,603
1300,2020,Point,1,30,604
1301,2020,Point,1,30,605
1302,2020,Point,1,30,606
1303,2020,Point,1,30,607
1304,2020,Point,0,30,608
1305,2020,Point,1,30,609
1306,2020,Point,1,30,610
1307,2020,Point,1,30,611
1308,2020,Point,1,30,612
1309,2020,Point,0,30,613
1310,2020,Point,1,30,614
1311,2020,Point,0,30,615
1312,2020,Point,1,30,616
1313,2020,Point,0,30,617
1314,2020,Point,0,30,618
1315,2020,Point,0,30,619
1316,2020,Point,1,30,620
1317,2020,Point,0,30,621
1318,2020,Point,1,30,622
1319,2020,Point,1,30,623
1320,2020,Point,1,30,624
1321,2020,Point,1,30,625
1322,2020,Point,1,30,626
1323,2020,Point,1,30,627
1324,2020,Point,1,30,628
1325,2020,Point,1,30,629
1326,2020,Point,0,30,630
1327,2020,Point,1,30,631
1328,2020,Point,1,30,632
1329,2020,Point,1,30,633
1330,2020,Point,1,30,634
1331,2020,Point,0,30,635
1332,2020,Point,1,30,636
1333,2020,Point,1,30,637
1334,2020,Point,1,30,638
1335,2020,Point,1,30,639
1336,2020,Point,1,30,640
1337,2020,Point,1,30,641
1338,2020,Point,1,30,642
1339,2020,Point,1,30,643
1340,2020,Point,0,30,644
1341,2020,Point,1,30,645
1342,2020,Point,1,30,646
1343,2020,Point,0,30,647
1344,2020,Point,1,30,648
1345,1990,Surface/Volume,1,0,697
1346,1990,Surface/Volume,1,0,750
1347,1990,Surface/Volume,1,0,751
1348,1990,Surface/Volume,1,0,752
1349,1990,Surface/Volume,1,0,753
1350,1990,Surface/Volume,1,0,754
1351,1990,Surface/Volume,1,0,755
1352,1990,Surface/Volume,1,0,756
1353,1990,Surface/Volume,1,0,757
1354,1990,Surface/Volume,1,0,758
1355,1990,Surface/Volume,1,0,759
1356,1990,Surface/Volume,1,0,760
1357,1990,Surface/Volume,1,0,761
1358,1990,Surface/Volume,1,0,762
1359,1990,Surface/Volume,1,0,763
1360,1990,Surface/Volume,1,0,764
1361,1990,Surface/Volume,1,0,765
1362,1990,Surface/Volume,1,0,766
1363,1990,Surface/Volume,1,0,767
1364,1990,Surface/Volume,1,0,768
1365,1990,Surface/Volume,1,0,769
1366,1990,Surface/Volume,1,0,770
1367,1990,Surface/Volume,1,0,771
1368,1990,Surface/Volume,1,0,772
1369,1990,Surface/Volume,1,0,773
1370,1990,Surface/Volume,1,0,774
1371,1990,Surface/Volume,1,0,775
1372,1990,Surface/Volume,1,0,776
1373,1990,Surface/Volume,1,0,777
1374,1990,Surface/Volume,1,0,778
1375,1990,Surface/Volume,1,0,779
1376,1990,Surface/Volume,1,0,780
1377,1990,Surface/Volume,1,0,781
1378,1990,Surface/Volume,1,0,782
1379,1990,Surface/Volume,1,0,783
1380,1990,Surface/Volume,1,0,784
1381,1990,Surface/Volume,1,0,785
1382,1990,Surface/Volume,1,0,786
1383,1990,Surface/Volume,1,0,787
1384,1990,Surface/Volume,1,0,788
1385,1990,Surface/Volume,1,0,789
1386,1990,Surface/Volume,1,0,790
1387,1990,Surface/Volume,1,0,791
1388,1990,Surface/Volume,1,0,792
1389,1990,Surface/Volume,1,0,793
1390,1990,Surface/Volume,1,0,794
1391,1990,Surface/Volume,1,0,795
1392,1990,Surface/Volume,1,0,796
1393,1990,Surface/Volume,1,0,797
1394,1990,Surface/Volume,1,0,798
1395,1990,Surface/Volume,1,0,799
1396,1990,Surface/Volume,1,0,800
1397,1990,Surface/Volume,1,0,801
1398,1990,Surface/Volume,1,0,802
1399,1990,Surface/Volume,1,0,803
1400,1990,Surface/Volume,1,0,804
1401,1990,Surface/Volume,1,0,805
1402,1990,Surface/Volume,1,0,806
1403,1990,Surface/Volume,1,0,807
1404,1990,Surface/Volume,1,0,808
1405,1990,Surface/Volume,1,0,809
1406,1990,Surface/Volume,1,0,810
1407,1990,Surface/Volume,1,0,811
1408,1990,Surface/Volume,1,0,812
1409,1990,Surface/Volume,1,0,813
1410,1990,Surface/Volume,1,0,814
1411,1990,Surface/Volume,1,0,815
1412,1990,Surface/Volume,1,0,816
1413,1990,Surface/Volume,1,0,817
1414,1990,Surface/Volume,1,0,818
1415,1995,Surface/Volume,1,5,698
1416,1995,Surface/Volume,1,5,699
1417,1995,Surface/Volume,1,5,700
1418,1995,Surface/Volume,1,5,701
1419,1995,Surface/Volume,1,5,702
1420,1995,Surface/Volume,1,5,703
1421,1995,Surface/Volume,1,5,704
1422,1995,Surface/Volume,1,5,705
1423,1995,Surface/Volume,1,5,706
1424,1995,Surface/Volume,1,5,707
1425,1995,Surface/Volume,1,5,708
1426,1995,Surface/Volume,1,5,709
1427,1995,Surface/Volume,1,5,710
1428,1995,Surface/Volume,1,5,711
1429,1995,Surface/Volume,1,5,712
1430,1995,Surface/Volume,1,5,713
1431,1995,Surface/Volume,1,5,714
1432,1995,Surface/Volume,1,5,715
1433,1995,Surface/Volume,1,5,716
1434,1995,Surface/Volume,1,5,717
1435,1995,Surface/Volume,1,5,718
1436,1995,Surface/Volume,1,5,719
1437,1995,Surface/Volume,1,5,720
1438,1995,Surface/Volume,1,5,721
1439,1995,Surface/Volume,1,5,722
1440,1995,Surface/Volume,1,5,723
1441,1995,Surface/Volume,1,5,724
1442,1995,Surface/Volume,1,5,725
1443,1995,Surface/Volume,1,5,726
1444,1995,Surface/Volume,1,5,727
1445,1995,Surface/Volume,1,5,728
1446,1995,Surface/Volume,1,5,729
1447,1995,Surface/Volume,1,5,730
1448,1995,Surface/Volume,1,5,731
1449,1995,Surface/Volume,1,5,732
1450,1995,Surface/Volume,1,5,733
1451,1995,Surface/Volume,1,5,734
1452,1995,Surface/Volume,0,5,735
1453,1995,Surface/Volume,0,5,736
1454,1995,Surface/Volume,1,5,737
1455,1995,Surface/Volume,1,5,738
1456,1995,Surface/Volume,1,5,739
1457,1995,Surface/Volume,1,5,740
1458,1995,Surface/Volume,1,5,741
1459,1995,Surface/Volume,1,5,742
1460,1995,Surface/Volume,1,5,743
1461,1995,Surface/Volume,1,5,744
1462,1995,Surface/Volume,0,5,745
1463,1995,Surface/Volume,1,5,746
1464,1995,Surface/Volume,1,5,747
1465,1995,Surface/Volume,1,5,748
1466,1995,Surface/Volume,1,5,749
1467,1995,Surface/Volume,1,5,750
1468,1995,Surface/Volume,1,5,751
1469,1995,Surface/Volume,1,5,752
1470,1995,Surface/Volume,1,5,753
1471,1995,Surface/Volume,1,5,754
1472,1995,Surface/Volume,1,5,755
1473,1995,Surface/Volume,1,5,756
1474,1995,Surface/Volume,1,5,757
1475,1995,Surface/Volume,1,5,758
1476,1995,Surface/Volume,1,5,759
1477,1995,Surface/Volume,1,5,760
1478,1995,Surface/Volume,1,5,761
1479,1995,Surface/Volume,1,5,762
1480,1995,Surface/Volume,1,5,763
1481,1995,Surface/Volume,1,5,764
1482,1995,Surface/Volume,1,5,765
1483,1995,Surface/Volume,1,5,766
1484,1995,Surface/Volume,1,5,767
1485,1995,Surface/Volume,1,5,768
1486,1995,Surface/Volume,1,5,769
1487,1995,Surface/Volume,1,5,770
1488,1995,Surface/Volume,1,5,771
1489,1995,Surface/Volume,1,5,772
1490,1995,Surface/Volume,1,5,773
1491,1995,Surface/Volume,1,5,774
1492,1995,Surface/Volume,1,5,775
1493,2000,Surface/Volume,1,10,698
1494,2000,Surface/Volume,1,10,699
1495,2000,Surface/Volume,1,10,700
1496,2000,Surface/Volume,1,10,701
1497,2000,Surface/Volume,1,10,702
1498,2000,Surface/Volume,1,10,703
1499,2000,Surface/Volume,1,10,704
1500,2000,Surface/Volume,1,10,705
1501,2000,Surface/Volume,1,10,706
1502,2000,Surface/Volume,1,10,707
1503,2000,Surface/Volume,1,10,708
1504,2000,Surface/Volume,1,10,709
1505,2000,Surface/Volume,1,10,710
1506,2000,Surface/Volume,1,10,711
1507,2000,Surface/Volume,1,10,712
1508,2000,Surface/Volume,1,10,713
1509,2000,Surface/Volume,1,10,714
1510,2000,Surface/Volume,1,10,715
1511,2000,Surface/Volume,1,10,716
1512,2000,Surface/Volume,1,10,717
1513,2000,Surface/Volume,1,10,718
1514,2000,Surface/Volume,0,10,719
1515,2000,Surface/Volume,1,10,720
1516,2000,Surface/Volume,1,10,721
1517,2000,Surface/Volume,1,10,722
1518,2000,Surface/Volume,1,10,723
1519,2000,Surface/Volume,1,10,724
1520,2000,Surface/Volume,1,10,725
1521,2000,Surface/Volume,0,10,726
1522,2000,Surface/Volume,1,10,727
1523,2000,Surface/Volume,1,10,728
1524,2000,Surface/Volume,1,10,729
1525,2000,Surface/Volume,1,10,730
1526,2000,Surface/Volume,1,10,731
1527,2000,Surface/Volume,1,10,732
1528,2000,Surface/Volume,1,10,733
1529,2000,Surface/Volume,1,10,734
1530,2000,Surface/Volume,1,10,735
1531,2000,Surface/Volume,1,10,736
1532,2000,Surface/Volume,1,10,737
1533,2000,Surface/Volume,1,10,738
1534,2000,Surface/Volume,1,10,739
1535,2000,Surface/Volume,1,10,740
1536,2000,Surface/Volume,1,10,741
1537,2000,Surface/Volume,1,10,742
1538,2000,Surface/Volume,1,10,743
1539,2000,Surface/Volume,1,10,744
1540,2000,Surface/Volume,1,10,745
1541,2000,Surface/Volume,1,10,746
1542,2000,Surface/Volume,1,10,747
1543,2000,Surface/Volume,1,10,748
1544,2000,Surface/Volume,1,10,749
1545,2000,Surface/Volume,1,10,750
1546,2000,Surface/Volume,1,10,751
1547,2000,Surface/Volume,1,10,752
1548,2000,Surface/Volume,1,10,753
1549,2000,Surface/Volume,1,10,754
1550,2000,Surface/Volume,1,10,755
1551,2000,Surface/Volume,1,10,756
1552,2000,Surface/Volume,1,10,757
1553,2000,Surface/Volume,1,10,758
1554,2000,Surface/Volume,1,10,759
1555,2000,Surface/Volume,1,10,760
1556,2000,Surface/Volume,1,10,761
1557,2000,Surface/Volume,1,10,762
1558,2000,Surface/Volume,1,10,763
1559,2000,Surface/Volume,1,10,764
1560,2000,Surface/Volume,1,10,765
1561,2000,Surface/Volume,1,10,766
1562,2000,Surface/Volume,1,10,767
1563,2000,Surface/Volume,1,10,768
1564,2000,Surface/Volume,1,10,769
1565,2000,Surface/Volume,1,10,770
1566,2000,Surface/Volume,1,10,771
1567,2000,Surface/Volume,1,10,772
1568,2000,Surface/Volume,1,10,773
1569,2000,Surface/Volume,1,10,774
1570,2000,Surface/Volume,1,10,775
1571,2000,Surface/Volume,1,10,776
1572,2000,Surface/Volume,1,10,777
1573,2000,Surface/Volume,1,10,778
1574,2000,Surface/Volume,1,10,779
1575,2000,Surface/Volume,1,10,780
1576,2000,Surface/Volume,1,10,781
1577,2000,Surface/Volume,1,10,782
1578,2000,Surface/Volume,1,10,783
1579,2000,Surface/Volume,1,10,784
1580,2000,Surface/Volume,1,10,785
1581,2000,Surface/Volume,1,10,786
1582,2000,Surface/Volume,1,10,787
1583,2000,Surface/Volume,0,10,788
1584,2000,Surface/Volume,1,10,789
1585,2000,Surface/Volume,1,10,790
1586,2000,Surface/Volume,1,10,791
1587,2000,Surface/Volume,1,10,792
1588,2000,Surface/Volume,1,10,793
1589,2000,Surface/Volume,1,10,794
1590,2000,Surface/Volume,1,10,795
1591,2000,Surface/Volume,1,10,796
1592,2000,Surface/Volume,1,10,797
1593,2000,Surface/Volume,1,10,798
1594,2000,Surface/Volume,1,10,799
1595,2000,Surface/Volume,0,10,800
1596,2000,Surface/Volume,1,10,801
1597,2000,Surface/Volume,1,10,802
1598,2000,Surface/Volume,1,10,803
1599,2000,Surface/Volume,1,10,804
1600,2000,Surface/Volume,1,10,805
1601,2000,Surface/Volume,1,10,806
1602,2000,Surface/Volume,1,10,807
1603,2000,Surface/Volume,1,10,808
1604,2000,Surface/Volume,1,10,809
1605,2000,Surface/Volume,1,10,810
1606,2000,Surface/Volume,1,10,811
1607,2000,Surface/Volume,1,10,812
1608,2000,Surface/Volume,1,10,813
1609,2000,Surface/Volume,1,10,814
1610,2000,Surface/Volume,1,10,815
1611,2000,Surface/Volume,1,10,816
1612,2000,Surface/Volume,1,10,817
1613,2000,Surface/Volume,1,10,818
1614,2005,Surface/Volume,1,15,698
1615,2005,Surface/Volume,1,15,699
1616,2005,Surface/Volume,1,15,700
1617,2005,Surface/Volume,1,15,701
1618,2005,Surface/Volume,1,15,702
1619,2005,Surface/Volume,1,15,703
1620,2005,Surface/Volume,1,15,704
1621,2005,Surface/Volume,0,15,705
1622,2005,Surface/Volume,1,15,706
1623,2005,Surface/Volume,1,15,707
1624,2005,Surface/Volume,1,15,708
1625,2005,Surface/Volume,1,15,709
1626,2005,Surface/Volume,1,15,710
1627,2005,Surface/Volume,1,15,711
1628,2005,Surface/Volume,1,15,712
1629,2005,Surface/Volume,1,15,713
1630,2005,Surface/Volume,1,15,714
1631,2005,Surface/Volume,1,15,715
1632,2005,Surface/Volume,0,15,716
1633,2005,Surface/Volume,1,15,717
1634,2005,Surface/Volume,1,15,718
1635,2005,Surface/Volume,1,15,719
1636,2005,Surface/Volume,1,15,720
1637,2005,Surface/Volume,1,15,721
1638,2005,Surface/Volume,1,15,722
1639,2005,Surface/Volume,1,15,723
1640,2005,Surface/Volume,1,15,724
1641,2005,Surface/Volume,1,15,725
1642,2005,Surface/Volume,1,15,726
1643,2005,Surface/Volume,1,15,727
1644,2005,Surface/Volume,1,15,728
1645,2005,Surface/Volume,1,15,729
1646,2005,Surface/Volume,1,15,730
1647,2005,Surface/Volume,1,15,731
1648,2005,Surface/Volume,1,15,732
1649,2005,Surface/Volume,1,15,733
1650,2005,Surface/Volume,1,15,734
1651,2005,Surface/Volume,1,15,735
1652,2005,Surface/Volume,1,15,736
1653,2005,Surface/Volume,1,15,737
1654,2005,Surface/Volume,1,15,738
1655,2005,Surface/Volume,1,15,739
1656,2005,Surface/Volume,1,15,740
1657,2005,Surface/Volume,1,15,741
1658,2005,Surface/Volume,1,15,742
1659,2005,Surface/Volume,1,15,743
1660,2005,Surface/Volume,1,15,744
1661,2005,Surface/Volume,1,15,745
1662,2005,Surface/Volume,1,15,746
1663,2005,Surface/Volume,1,15,747
1664,2005,Surface/Volume,1,15,748
1665,2005,Surface/Volume,0,15,749
1666,2005,Surface/Volume,1,15,750
1667,2005,Surface/Volume,1,15,751
1668,2005,Surface/Volume,1,15,752
1669,2005,Surface/Volume,1,15,753
1670,2005,Surface/Volume,1,15,754
1671,2005,Surface/Volume,1,15,755
1672,2005,Surface/Volume,1,15,756
1673,2005,Surface/Volume,1,15,757
1674,2005,Surface/Volume,1,15,758
1675,2005,Surface/Volume,1,15,759
1676,2005,Surface/Volume,1,15,760
1677,2005,Surface/Volume,1,15,761
1678,2005,Surface/Volume,1,15,762
1679,2005,Surface/Volume,1,15,763
1680,2005,Surface/Volume,0,15,764
1681,2005,Surface/Volume,1,15,765
1682,2005,Surface/Volume,1,15,766
1683,2005,Surface/Volume,1,15,767
1684,2005,Surface/Volume,1,15,768
1685,2005,Surface/Volume,0,15,769
1686,2005,Surface/Volume,1,15,770
1687,2005,Surface/Volume,1,15,771
1688,2005,Surface/Volume,1,15,772
1689,2005,Surface/Volume,1,15,773
1690,2005,Surface/Volume,1,15,774
1691,2005,Surface/Volume,1,15,775
1692,2005,Surface/Volume,1,15,776
1693,2005,Surface/Volume,1,15,777
1694,2005,Surface/Volume,1,15,778
1695,2005,Surface/Volume,1,15,779
1696,2005,Surface/Volume,1,15,780
1697,2005,Surface/Volume,1,15,781
1698,2005,Surface/Volume,1,15,782
1699,2005,Surface/Volume,1,15,783
1700,2005,Surface/Volume,1,15,784
1701,2005,Surface/Volume,1,15,785
1702,2005,Surface/Volume,1,15,786
1703,2005,Surface/Volume,1,15,787
1704,2005,Surface/Volume,1,15,788
1705,2005,Surface/Volume,1,15,789
1706,2005,Surface/Volume,1,15,790
1707,2005,Surface/Volume,1,15,791
1708,2005,Surface/Volume,1,15,792
1709,2005,Surface/Volume,1,15,793
1710,2005,Surface/Volume,1,15,794
1711,2005,Surface/Volume,1,15,795
1712,2005,Surface/Volume,1,15,796
1713,2005,Surface/Volume,1,15,797
1714,2005,Surface/Volume,1,15,798
1715,2005,Surface/Volume,1,15,799
1716,2005,Surface/Volume,1,15,800
1717,2005,Surface/Volume,1,15,801
1718,2005,Surface/Volume,1,15,802
1719,2005,Surface/Volume,1,15,803
1720,2005,Surface/Volume,1,15,804
1721,2005,Surface/Volume,1,15,805
1722,2005,Surface/Volume,1,15,806
1723,2005,Surface/Volume,1,15,807
1724,2005,Surface/Volume,1,15,808
1725,2005,Surface/Volume,1,15,809
1726,2005,Surface/Volume,1,15,810
1727,2005,Surface/Volume,1,15,811
1728,2005,Surface/Volume,1,15,812
1729,2005,Surface/Volume,1,15,813
1730,2005,Surface/Volume,1,15,814
1731,2005,Surface/Volume,1,15,815
1732,2005,Surface/Volume,1,15,816
1733,2005,Surface/Volume,1,15,817
1734,2005,Surface/Volume,1,15,818
1735,2005,Surface/Volume,1,15,819
1736,2005,Surface/Volume,1,15,820
1737,2005,Surface/Volume,1,15,821
1738,2005,Surface/Volume,1,15,822
1739,2005,Surface/Volume,1,15,823
1740,2005,Surface/Volume,1,15,824
1741,2005,Surface/Volume,1,15,825
1742,2005,Surface/Volume,1,15,826
1743,2005,Surface/Volume,1,15,827
1744,2005,Surface/Volume,1,15,828
1745,2005,Surface/Volume,1,15,829
1746,2005,Surface/Volume,1,15,830
1747,2005,Surface/Volume,1,15,831
1748,2005,Surface/Volume,1,15,832
1749,2005,Surface/Volume,1,15,833
1750,2005,Surface/Volume,1,15,834
1751,2005,Surface/Volume,1,15,835
1752,2005,Surface/Volume,1,15,836
1753,2005,Surface/Volume,1,15,837
1754,2005,Surface/Volume,1,15,838
1755,2005,Surface/Volume,1,15,839
1756,2005,Surface/Volume,1,15,840
1757,2005,Surface/Volume,1,15,841
1758,2005,Surface/Volume,1,15,842
1759,2005,Surface/Volume,1,15,843
1760,2005,Surface/Volume,1,15,844
1761,2005,Surface/Volume,1,15,845
1762,2005,Surface/Volume,1,15,846
1763,2005,Surface/Volume,1,15,847
1764,2005,Surface/Volume,1,15,848
1765,2005,Surface/Volume,1,15,849
1766,2005,Surface/Volume,1,15,850
1767,2005,Surface/Volume,1,15,851
1768,2005,Surface/Volume,0,15,852
1769,2005,Surface/Volume,1,15,853
1770,2005,Surface/Volume,1,15,854
1771,2005,Surface/Volume,1,15,855
1772,2005,Surface/Volume,1,15,856
1773,2005,Surface/Volume,1,15,857
