,username,GazeEventDuration
4332,P1,367
4333,P1,242
4334,P1,258
4335,P1,267
4336,P1,150
4337,P1,258
4338,P1,208
4339,P1,150
4340,P1,267
4341,P1,100
4342,P1,92
4343,P1,275
4344,P1,392
4345,P1,283
4346,P1,167
4347,P1,267
4348,P1,417
4349,P1,142
4350,P1,717
4351,P1,283
4352,P1,317
4353,P1,133
4354,P1,167
4355,P1,383
4356,P1,700
4357,P1,158
4358,P1,225
4359,P1,450
4360,P1,350
4361,P1,325
4362,P1,108
4363,P1,1517
4364,P1,367
4365,P1,83
4366,P1,92
4367,P1,292
4368,P1,217
4369,P1,175
4370,P1,233
4371,P1,250
4372,P1,375
4373,P1,125
4374,P1,275
4375,P1,100
4376,P1,83
4377,P1,142
4378,P1,425
4379,P1,150
4380,P1,350
4381,P1,283
4382,P1,283
4383,P1,150
4384,P1,192
4385,P1,92
4386,P1,125
4387,P1,175
4388,P1,925
4389,P1,267
4390,P1,92
4391,P1,458
4392,P1,183
4393,P1,350
4394,P1,300
4395,P1,150
4396,P1,208
4397,P1,175
4398,P1,350
4399,P1,100
4400,P1,100
4401,P1,250
4402,P1,175
4403,P1,92
4404,P1,258
4405,P1,175
4406,P1,200
4407,P1,233
4408,P1,233
4409,P1,375
4410,P1,583
4411,P1,125
4412,P1,433
4413,P1,250
4414,P1,375
4415,P1,175
4416,P1,208
4417,P1,108
4418,P1,267
4419,P1,233
4420,P1,167
4421,P1,225
4422,P1,192
4423,P1,92
4424,P1,183
4425,P1,125
4426,P1,308
4427,P1,142
4428,P1,158
4429,P1,108
4430,P1,83
4431,P1,192
4432,P1,550
4433,P1,258
4434,P1,167
4435,P1,275
4436,P1,192
4437,P1,417
4438,P1,217
4439,P1,258
4440,P1,125
4441,P1,242
4442,P1,142
4443,P1,250
4444,P1,142
4445,P1,583
4446,P1,67
4447,P1,875
4448,P1,283
4449,P1,283
4450,P1,350
4451,P1,258
4452,P1,133
4453,P1,133
4454,P1,325
4455,P1,450
4456,P1,442
4457,P1,133
4458,P1,242
4459,P1,592
4460,P1,175
4461,P1,442
4462,P1,250
4463,P1,283
4464,P1,292
4465,P1,250
4466,P1,117
4467,P1,233
4468,P1,217
4469,P1,217
4470,P1,283
4471,P1,183
4472,P1,417
4473,P1,142
4474,P1,117
4475,P1,75
4476,P1,158
4477,P1,150
4478,P1,142
4479,P1,250
4480,P1,150
4481,P1,83
4482,P1,142
4483,P1,358
4484,P1,100
4485,P1,292
4486,P1,250
4487,P1,258
4488,P1,250
4489,P1,158
4490,P1,225
4491,P1,492
4492,P1,358
4493,P1,292
4494,P1,225
4495,P1,300
4496,P1,367
4497,P1,233
4498,P1,342
4499,P1,200
4500,P1,125
4501,P1,233
4502,P1,83
4503,P1,250
4504,P1,275
4505,P1,317
4506,P1,67
4507,P1,583
4508,P1,208
4509,P1,233
4510,P1,192
4511,P1,100
4512,P1,267
4513,P1,258
4514,P1,192
4515,P1,83
4516,P1,133
4517,P1,192
4518,P1,92
4519,P1,242
4520,P1,350
4521,P1,308
4522,P1,300
4523,P1,275
4524,P1,275
4525,P1,292
4526,P1,292
4527,P1,533
4528,P1,158
4529,P1,317
4530,P1,208
4531,P1,250
4532,P1,308
4533,P1,300
4534,P1,433
4535,P1,275
4536,P1,300
4537,P1,375
4538,P1,325
4539,P1,233
4540,P1,242
4541,P1,108
4542,P1,117
4543,P1,275
4544,P1,133
4545,P1,158
4546,P1,217
4547,P1,133
4548,P1,167
4549,P1,158
4550,P1,725
4551,P1,250
4552,P1,192
4553,P1,258
4554,P1,400
4555,P1,158
4556,P1,192
4557,P1,117
4558,P1,225
4559,P1,183
4560,P1,367
4561,P1,225
4562,P1,125
4563,P1,525
4564,P1,467
4565,P1,167
4566,P1,83
4567,P1,283
4568,P1,258
4569,P1,158
4570,P1,550
4571,P1,142
4572,P1,158
4573,P1,250
4574,P1,117
4575,P1,133
4576,P1,142
4577,P1,783
4578,P1,317
4579,P1,200
4580,P1,342
4581,P1,117
4582,P1,183
4583,P1,83
4584,P1,133
4585,P1,92
4586,P1,100
4587,P1,108
4588,P1,75
4589,P1,200
4590,P1,67
4591,P1,142
4592,P1,75
4593,P1,92
4594,P1,100
4595,P1,267
4596,P1,117
4597,P1,125
4598,P1,208
4599,P1,283
4600,P1,475
4601,P1,458
4602,P1,117
4603,P1,417
4604,P1,308
4605,P1,342
4606,P1,300
4607,P1,150
4608,P1,300
4609,P1,200
4610,P1,142
4611,P1,225
4612,P1,642
4613,P1,383
4614,P1,292
4615,P1,275
4616,P1,250
4617,P1,158
4618,P1,300
4619,P1,192
4620,P1,300
4621,P1,283
4622,P1,217
4623,P1,117
4624,P1,350
4625,P1,200
4626,P1,225
4627,P1,317
4628,P1,183
4629,P1,367
4630,P1,108
4631,P1,183
4632,P1,250
4633,P1,300
4634,P1,183
4635,P1,150
4636,P1,233
4637,P1,275
4638,P1,858
4639,P1,542
4640,P1,308
4641,P1,525
4642,P1,317
4643,P1,175
4644,P1,267
4645,P1,242
4646,P1,308
4647,P1,350
4648,P1,250
4649,P1,325
4650,P1,250
4651,P1,325
4652,P1,250
4653,P1,167
4654,P1,267
4655,P1,258
4656,P1,117
4657,P1,275
4658,P1,425
4659,P1,483
4660,P1,292
4661,P1,150
4662,P1,208
4663,P1,200
4664,P1,75
4665,P1,225
4666,P1,133
4667,P1,258
4668,P1,308
4669,P1,192
4670,P1,192
4671,P1,517
4672,P1,150
4673,P1,300
4674,P1,350
4675,P1,175
4676,P1,275
4677,P1,133
4678,P1,700
4679,P1,275
4680,P1,275
4681,P1,83
4682,P1,75
4683,P1,208
4684,P1,192
4685,P1,367
4686,P1,208
4687,P1,83
4688,P1,350
4689,P1,108
4690,P1,158
4691,P1,92
4692,P1,175
4693,P1,150
4694,P1,167
4695,P1,342
4696,P1,508
4697,P1,350
4698,P1,233
4699,P1,283
4700,P1,242
4701,P1,167
4702,P1,242
4703,P1,167
4704,P1,183
4705,P1,283
4706,P1,208
4707,P1,225
4708,P1,533
4709,P1,233
4710,P1,175
4711,P1,525
4712,P1,117
4713,P1,125
4714,P1,142
4715,P1,150
4716,P1,100
4717,P1,667
4718,P1,433
4719,P1,208
4720,P1,208
4721,P1,367
4722,P1,808
4723,P1,217
4724,P1,283
4725,P1,292
4726,P1,600
4727,P1,292
4728,P1,317
4729,P1,208
4730,P1,225
4731,P1,292
4732,P1,67
4733,P1,450
4734,P1,300
4735,P1,408
4736,P1,392
4737,P1,267
4738,P1,125
4739,P1,225
4740,P1,675
4741,P1,292
4742,P1,250
4743,P1,100
4744,P1,208
4745,P1,267
4746,P1,383
4747,P1,100
4748,P1,67
4749,P1,400
4750,P1,75
4751,P1,83
4752,P1,358
4753,P1,233
4754,P1,200
4755,P1,217
4756,P1,158
4757,P1,100
4758,P1,117
4759,P1,150
4760,P1,158
4761,P1,150
4762,P1,200
4763,P1,217
4764,P1,175
4765,P1,258
4766,P1,133
4767,P1,208
4768,P1,275
4769,P1,250
4770,P1,1050
4771,P1,400
4772,P1,283
4773,P1,250
4774,P1,250
4775,P1,533
4776,P1,133
4777,P1,125
4778,P1,133
4779,P1,358
4780,P1,125
4781,P1,3350
4782,P1,225
4783,P1,342
4784,P1,342
4785,P1,117
4786,P1,175
4787,P1,642
4788,P1,142
4789,P1,300
4790,P1,258
4791,P1,217
4792,P1,175
4793,P1,325
4794,P1,208
4795,P1,283
4796,P1,300
4797,P1,250
4798,P1,1283
4799,P1,275
4800,P1,183
4801,P1,217
4802,P1,350
4803,P1,258
4804,P1,317
4805,P1,108
4806,P1,200
4807,P1,225
4808,P1,142
4809,P1,225
4810,P1,150
4811,P1,233
4812,P1,133
4813,P1,525
4814,P1,167
4815,P1,350
4816,P1,133
4817,P1,283
4818,P1,100
4819,P1,267
4820,P1,142
4821,P1,133
4822,P1,308
4823,P1,117
4824,P1,167
4825,P1,358
4826,P1,200
4827,P1,167
4828,P1,250
4829,P1,225
4830,P1,425
4831,P1,408
4832,P1,133
4833,P1,192
4834,P1,267
4835,P1,242
4836,P1,208
4837,P1,183
4838,P1,200
4839,P1,200
4840,P1,233
4841,P1,183
4842,P1,317
4843,P1,317
4844,P1,225
4845,P1,133
4846,P1,183
4847,P1,142
4848,P1,317
4849,P1,342
4850,P1,142
4851,P1,300
4852,P1,217
4853,P1,83
4854,P1,417
4855,P1,225
4856,P1,567
4857,P1,333
4858,P1,275
4859,P1,233
4860,P1,250
4861,P1,333
4862,P1,183
4863,P1,233
4864,P1,308
4865,P1,183
4866,P1,158
4867,P1,842
4868,P1,633
4869,P1,400
4870,P1,225
4871,P1,192
4872,P1,292
4873,P1,175
4874,P1,208
4875,P1,192
4876,P1,158
27882,P2,158
27883,P2,125
27884,P2,542
27885,P2,258
27886,P2,142
27887,P2,375
27888,P2,158
27889,P2,225
27890,P2,117
27891,P2,733
27892,P2,667
27893,P2,275
27894,P2,183
27895,P2,250
27896,P2,433
27897,P2,150
27898,P2,75
27899,P2,192
27900,P2,158
27901,P2,308
27902,P2,292
27903,P2,350
27904,P2,83
27905,P2,358
27906,P2,250
27907,P2,158
27908,P2,467
27909,P2,317
27910,P2,158
27911,P2,192
27912,P2,208
27913,P2,442
27914,P2,192
27915,P2,167
27916,P2,208
27917,P2,358
27918,P2,433
27919,P2,208
27920,P2,142
27921,P2,192
27922,P2,275
27923,P2,633
27924,P2,783
27925,P2,475
27926,P2,292
27927,P2,142
27928,P2,292
27929,P2,125
27930,P2,358
27931,P2,267
27932,P2,592
27933,P2,75
27934,P2,267
27935,P2,408
27936,P2,400
27937,P2,100
27938,P2,167
27939,P2,133
27940,P2,133
27941,P2,217
27942,P2,717
27943,P2,67
27944,P2,175
27945,P2,167
27946,P2,133
27947,P2,167
27948,P2,233
27949,P2,192
27950,P2,292
27951,P2,358
27952,P2,292
27953,P2,458
27954,P2,258
27955,P2,100
27956,P2,392
27957,P2,283
27958,P2,208
27959,P2,150
27960,P2,300
27961,P2,150
27962,P2,275
27963,P2,550
27964,P2,492
27965,P2,258
27966,P2,133
27967,P2,67
27968,P2,183
27969,P2,200
27970,P2,325
27971,P2,458
27972,P2,225
27973,P2,175
27974,P2,233
27975,P2,250
27976,P2,167
27977,P2,292
27978,P2,200
27979,P2,375
27980,P2,150
27981,P2,192
27982,P2,433
27983,P2,158
27984,P2,233
27985,P2,175
27986,P2,242
27987,P2,250
27988,P2,175
27989,P2,125
27990,P2,275
27991,P2,375
27992,P2,292
27993,P2,167
27994,P2,208
27995,P2,208
27996,P2,183
27997,P2,233
27998,P2,292
27999,P2,325
28000,P2,542
28001,P2,233
28002,P2,200
28003,P2,308
28004,P2,275
28005,P2,133
28006,P2,517
28007,P2,175
28008,P2,233
28009,P2,250
28010,P2,275
28011,P2,217
28012,P2,375
28013,P2,450
28014,P2,158
28015,P2,275
28016,P2,217
28017,P2,292
28018,P2,192
28019,P2,200
28020,P2,717
28021,P2,283
28022,P2,150
28023,P2,392
28024,P2,408
28025,P2,175
28026,P2,242
28027,P2,142
28028,P2,175
28029,P2,183
28030,P2,675
28031,P2,583
28032,P2,225
28033,P2,333
28034,P2,133
28035,P2,167
28036,P2,542
28037,P2,217
28038,P2,125
28039,P2,767
28040,P2,283
28041,P2,108
28042,P2,167
28043,P2,525
28044,P2,417
28045,P2,300
28046,P2,300
28047,P2,275
28048,P2,233
28049,P2,242
28050,P2,258
28051,P2,175
28052,P2,225
28053,P2,208
28054,P2,383
28055,P2,325
28056,P2,225
28057,P2,117
28058,P2,525
28059,P2,183
28060,P2,233
28061,P2,217
28062,P2,333
28063,P2,267
28064,P2,308
28065,P2,342
28066,P2,242
28067,P2,225
28068,P2,233
28069,P2,442
28070,P2,325
28071,P2,208
28072,P2,167
28073,P2,150
28074,P2,183
28075,P2,267
28076,P2,208
28077,P2,108
28078,P2,317
28079,P2,167
28080,P2,92
28081,P2,158
28082,P2,267
28083,P2,225
28084,P2,442
28085,P2,383
28086,P2,908
28087,P2,250
28088,P2,267
28089,P2,500
28090,P2,250
28091,P2,158
28092,P2,342
28093,P2,358
28094,P2,242
28095,P2,458
28096,P2,367
28097,P2,267
28098,P2,283
28099,P2,258
28100,P2,133
28101,P2,650
28102,P2,250
28103,P2,217
28104,P2,217
28105,P2,283
28106,P2,417
28107,P2,233
28108,P2,133
28109,P2,617
28110,P2,183
28111,P2,392
28112,P2,367
28113,P2,208
28114,P2,167
28115,P2,192
28116,P2,183
28117,P2,333
28118,P2,217
28119,P2,108
28120,P2,192
28121,P2,308
28122,P2,750
28123,P2,217
28124,P2,200
28125,P2,217
28126,P2,217
28127,P2,133
28128,P2,308
28129,P2,258
28130,P2,258
28131,P2,283
28132,P2,167
28133,P2,400
28134,P2,217
28135,P2,158
28136,P2,433
28137,P2,83
28138,P2,325
28139,P2,250
28140,P2,258
28141,P2,258
28142,P2,217
28143,P2,242
28144,P2,75
28145,P2,450
28146,P2,167
28147,P2,192
28148,P2,142
28149,P2,267
28150,P2,342
28151,P2,225
28152,P2,300
28153,P2,250
28154,P2,267
28155,P2,275
28156,P2,142
28157,P2,208
28158,P2,208
28159,P2,275
28160,P2,167
28161,P2,200
28162,P2,367
28163,P2,175
28164,P2,125
28165,P2,392
28166,P2,292
28167,P2,225
28168,P2,592
28169,P2,408
28170,P2,133
28171,P2,550
28172,P2,283
28173,P2,150
28174,P2,375
28175,P2,175
28176,P2,133
28177,P2,283
28178,P2,400
28179,P2,200
28180,P2,200
28181,P2,683
28182,P2,183
28183,P2,167
28184,P2,258
28185,P2,258
28186,P2,175
28187,P2,192
28188,P2,108
28189,P2,525
28190,P2,450
28191,P2,292
28192,P2,358
28193,P2,175
28194,P2,292
28195,P2,142
28196,P2,192
28197,P2,225
28198,P2,125
28199,P2,125
28200,P2,167
28201,P2,392
28202,P2,225
28203,P2,217
28204,P2,283
28205,P2,142
28206,P2,183
28207,P2,350
28208,P2,133
28209,P2,383
28210,P2,67
28211,P2,242
28212,P2,417
28213,P2,267
28214,P2,150
28215,P2,208
28216,P2,200
28217,P2,467
28218,P2,225
28219,P2,283
28220,P2,250
28221,P2,267
28222,P2,267
28223,P2,283
28224,P2,292
28225,P2,75
28226,P2,475
28227,P2,150
28228,P2,342
28229,P2,175
28230,P2,433
28231,P2,225
28232,P2,442
28233,P2,117
28234,P2,100
28235,P2,133
28236,P2,250
28237,P2,250
28238,P2,367
28239,P2,208
28240,P2,192
28241,P2,217
28242,P2,208
28243,P2,175
28244,P2,208
28245,P2,167
28246,P2,533
28247,P2,325
28248,P2,250
28249,P2,525
28250,P2,433
28251,P2,308
28252,P2,283
28253,P2,183
28254,P2,392
28255,P2,325
28256,P2,417
28257,P2,242
28258,P2,425
28259,P2,192
28260,P2,142
28261,P2,183
28262,P2,358
28263,P2,275
28264,P2,200
28265,P2,142
28266,P2,108
28267,P2,308
28268,P2,208
28269,P2,158
28270,P2,342
28271,P2,367
28272,P2,167
28273,P2,392
28274,P2,383
28275,P2,258
28276,P2,283
28277,P2,400
28278,P2,217
28279,P2,250
28280,P2,825
28281,P2,175
28282,P2,125
28283,P2,258
28284,P2,233
28285,P2,158
28286,P2,392
28287,P2,558
28288,P2,317
28289,P2,117
28290,P2,208
28291,P2,225
28292,P2,392
28293,P2,317
28294,P2,308
28295,P2,308
28296,P2,400
28297,P2,275
28298,P2,133
28299,P2,525
28300,P2,167
28301,P2,125
28302,P2,150
28303,P2,233
28304,P2,250
28305,P2,433
28306,P2,417
28307,P2,250
28308,P2,225
28309,P2,275
28310,P2,242
28311,P2,100
28312,P2,242
28313,P2,425
28314,P2,358
28315,P2,142
28316,P2,183
28317,P2,158
28318,P2,275
28319,P2,467
28320,P2,125
28321,P2,375
28322,P2,317
28323,P2,242
28324,P2,225
28325,P2,125
28326,P2,417
28327,P2,233
28328,P2,250
28329,P2,142
28330,P2,392
28331,P2,233
28332,P2,217
28333,P2,208
28334,P2,717
28335,P2,208
28336,P2,358
28337,P2,283
28338,P2,533
28339,P2,267
28340,P2,192
28341,P2,250
28342,P2,183
28343,P2,275
28344,P2,150
28345,P2,283
28346,P2,167
28347,P2,233
28348,P2,300
28349,P2,350
28350,P2,158
28351,P2,225
28352,P2,292
28353,P2,242
28354,P2,108
28355,P2,283
28356,P2,358
28357,P2,208
28358,P2,517
28359,P2,192
28360,P2,125
28361,P2,217
28362,P2,283
28363,P2,175
28364,P2,225
28365,P2,392
28366,P2,192
28367,P2,217
28368,P2,333
28369,P2,633
28370,P2,233
28371,P2,75
28372,P2,367
28373,P2,158
28374,P2,200
28375,P2,300
28376,P2,267
28377,P2,217
28378,P2,167
28379,P2,208
28380,P2,100
28381,P2,467
28382,P2,233
28383,P2,258
28384,P2,233
28385,P2,233
28386,P2,225
28387,P2,317
28388,P2,400
28389,P2,108
28390,P2,325
28391,P2,358
28392,P2,342
28393,P2,233
28394,P2,192
28395,P2,167
28396,P2,658
28397,P2,542
28398,P2,100
28399,P2,183
28400,P2,125
28401,P2,508
28402,P2,142
28403,P2,125
28404,P2,467
28405,P2,367
28406,P2,92
28407,P2,108
28408,P2,383
28409,P2,67
28410,P2,275
28411,P2,233
28412,P2,367
28413,P2,208
28414,P2,208
28415,P2,200
28416,P2,192
28417,P2,175
28418,P2,217
28419,P2,242
28420,P2,258
28421,P2,108
28422,P2,258
28423,P2,267
28424,P2,267
28425,P2,283
28426,P2,217
28427,P2,675
28428,P2,242
28429,P2,275
28430,P2,350
28431,P2,267
28432,P2,142
28433,P2,175
28434,P2,150
28435,P2,167
28436,P2,358
28437,P2,908
28438,P2,383
28439,P2,350
28440,P2,417
28441,P2,233
28442,P2,175
28443,P2,233
28444,P2,158
28445,P2,200
28446,P2,242
28447,P2,308
28448,P2,167
28449,P2,525
28450,P2,417
28451,P2,117
28452,P2,183
28453,P2,183
28454,P2,208
28455,P2,242
28456,P2,258
28457,P2,283
28458,P2,283
28459,P2,608
28460,P2,300
28461,P2,175
28462,P2,275
28463,P2,475
28464,P2,408
28465,P2,175
28466,P2,433
28467,P2,325
28468,P2,217
28469,P2,233
28470,P2,200
28471,P2,100
28472,P2,308
28473,P2,150
28474,P2,142
28475,P2,442
28476,P2,675
28477,P2,192
28478,P2,117
28479,P2,583
28480,P2,433
28481,P2,292
28482,P2,275
28483,P2,208
28484,P2,425
28485,P2,217
28486,P2,400
28487,P2,400
28488,P2,175
28489,P2,175
28490,P2,100
28491,P2,200
28492,P2,167
28493,P2,125
28494,P2,233
28495,P2,425
28496,P2,308
28497,P2,183
28498,P2,208
28499,P2,342
28500,P2,242
28501,P2,325
28502,P2,425
28503,P2,200
28504,P2,258
28505,P2,208
28506,P2,383
28507,P2,350
28508,P2,67
28509,P2,267
28510,P2,225
28511,P2,100
28512,P2,258
28513,P2,367
28514,P2,167
28515,P2,300
28516,P2,108
28517,P2,183
28518,P2,175
28519,P2,417
28520,P2,283
28521,P2,350
28522,P2,500
28523,P2,200
28524,P2,150
28525,P2,142
28526,P2,67
28527,P2,142
28528,P2,83
28529,P2,83
28530,P2,225
28531,P2,250
28532,P2,275
28533,P2,150
28534,P2,83
28535,P2,358
28536,P2,167
28537,P2,567
28538,P2,125
28539,P2,142
28540,P2,308
28541,P2,175
28542,P2,158
28543,P2,250
28544,P2,575
28545,P2,342
28546,P2,342
28547,P2,208
28548,P2,383
28549,P2,183
28550,P2,175
28551,P2,242
28552,P2,175
28553,P2,133
28554,P2,225
28555,P2,175
28556,P2,475
28557,P2,508
28558,P2,358
28559,P2,358
28560,P2,192
28561,P2,275
28562,P2,433
28563,P2,125
28564,P2,183
28565,P2,292
28566,P2,125
28567,P2,583
28568,P2,275
28569,P2,383
28570,P2,208
28571,P2,192
28572,P2,375
28573,P2,383
28574,P2,267
28575,P2,183
28576,P2,200
28577,P2,242
28578,P2,317
28579,P2,175
28580,P2,375
28581,P2,308
28582,P2,317
28583,P2,258
28584,P2,225
28585,P2,300
28586,P2,350
28587,P2,133
28588,P2,133
28589,P2,308
28590,P2,258
28591,P2,250
28592,P2,317
28593,P2,350
28594,P2,142
28595,P2,117
28596,P2,142
28597,P2,350
28598,P2,192
28599,P2,200
28600,P2,167
28601,P2,192
28602,P2,117
28603,P2,275
28604,P2,200
28605,P2,217
28606,P2,383
28607,P2,192
28608,P2,608
28609,P2,375
28610,P2,275
28611,P2,150
28612,P2,192
28613,P2,292
28614,P2,283
28615,P2,100
28616,P2,75
28617,P2,350
28618,P2,217
28619,P2,183
28620,P2,525
28621,P2,233
28622,P2,233
28623,P2,200
28624,P2,183
28625,P2,283
28626,P2,483
28627,P2,158
28628,P2,525
28629,P2,508
28630,P2,425
28631,P2,250
28632,P2,733
28633,P2,367
28634,P2,158
28635,P2,258
28636,P2,775
28637,P2,275
28638,P2,367
28639,P2,333
28640,P2,150
28641,P2,108
28642,P2,233
28643,P2,108
28644,P2,250
28645,P2,600
28646,P2,283
28647,P2,458
28648,P2,325
28649,P2,292
28650,P2,150
28651,P2,158
28652,P2,308
28653,P2,267
28654,P2,242
28655,P2,317
28656,P2,258
28657,P2,167
28658,P2,125
28659,P2,167
28660,P2,175
28661,P2,192
28662,P2,167
28663,P2,242
28664,P2,500
28665,P2,292
28666,P2,192
28667,P2,225
28668,P2,158
28669,P2,192
28670,P2,300
28671,P2,208
28672,P2,258
28673,P2,483
28674,P2,233
28675,P2,408
28676,P2,175
28677,P2,167
28678,P2,258
28679,P2,358
28680,P2,367
28681,P2,233
28682,P2,233
28683,P2,225
28684,P2,317
28685,P2,233
28686,P2,67
28687,P2,133
28688,P2,208
28689,P2,192
28690,P2,200
28691,P2,283
28692,P2,258
28693,P2,183
28694,P2,242
28695,P2,258
28696,P2,358
28697,P2,233
28698,P2,233
28699,P2,200
28700,P2,158
28701,P2,208
28702,P2,233
28703,P2,317
28704,P2,342
28705,P2,217
28706,P2,233
28707,P2,500
28708,P2,350
28709,P2,175
28710,P2,242
28711,P2,325
28712,P2,167
28713,P2,500
28714,P2,175
28715,P2,142
28716,P2,358
28717,P2,225
28718,P2,992
28719,P2,250
28720,P2,250
28721,P2,275
28722,P2,392
28723,P2,200
28724,P2,275
28725,P2,192
28726,P2,700
28727,P2,408
28728,P2,233
28729,P2,400
28730,P2,133
28731,P2,208
28732,P2,225
28733,P2,392
28734,P2,250
28735,P2,200
28736,P2,233
28737,P2,175
28738,P2,233
28739,P2,183
28740,P2,358
28741,P2,183
28742,P2,408
28743,P2,450
28744,P2,242
28745,P2,175
28746,P2,392
28747,P2,417
28748,P2,450
28749,P2,300
28750,P2,208
28751,P2,367
28752,P2,217
28753,P2,217
28754,P2,158
28755,P2,275
28756,P2,308
28757,P2,308
28758,P2,158
28759,P2,217
28760,P2,333
28761,P2,258
28762,P2,467
28763,P2,325
28764,P2,308
28765,P2,150
28766,P2,233
28767,P2,375
28768,P2,958
28769,P2,342
28770,P2,292
28771,P2,792
28772,P2,142
28773,P2,167
28774,P2,417
28775,P2,150
28776,P2,350
28777,P2,300
28778,P2,208
28779,P2,175
28780,P2,292
28781,P2,225
28782,P2,275
28783,P2,375
28784,P2,167
28785,P2,308
28786,P2,167
28787,P2,275
28788,P2,108
28789,P2,208
28790,P2,75
28791,P2,258
28792,P2,392
28793,P2,483
28794,P2,308
28795,P2,133
28796,P2,92
28797,P2,175
28798,P2,75
28799,P2,683
28800,P2,233
28801,P2,450
28802,P2,75
28803,P2,75
28804,P2,317
28805,P2,217
28806,P2,192
28807,P2,200
28808,P2,208
28809,P2,100
28810,P2,125
28811,P2,183
28812,P2,217
28813,P2,233
28814,P2,292
28815,P2,167
28816,P2,292
28817,P2,258
28818,P2,267
28819,P2,150
28820,P2,208
28821,P2,208
28822,P2,242
28823,P2,117
28824,P2,350
28825,P2,108
28826,P2,433
28827,P2,83
28828,P2,225
28829,P2,200
28830,P2,775
28831,P2,350
28832,P2,233
28833,P2,175
28834,P2,350
28835,P2,175
28836,P2,217
28837,P2,208
28838,P2,450
28839,P2,208
28840,P2,267
28841,P2,467
28842,P2,242
28843,P2,367
28844,P2,383
28845,P2,92
28846,P2,233
28847,P2,175
28848,P2,150
28849,P2,217
28850,P2,258
28851,P2,208
28852,P2,150
28853,P2,242
28854,P2,233
28855,P2,508
28856,P2,83
28857,P2,250
28858,P2,200
28859,P2,400
28860,P2,150
28861,P2,458
28862,P2,375
28863,P2,358
28864,P2,300
28865,P2,217
28866,P2,167
28867,P2,292
28868,P2,75
28869,P2,200
28870,P2,183
28871,P2,317
28872,P2,208
28873,P2,333
28874,P2,842
28875,P2,183
28876,P2,183
28877,P2,233
28878,P2,150
28879,P2,175
28880,P2,550
28881,P2,292
28882,P2,367
28883,P2,242
28884,P2,233
28885,P2,342
28886,P2,417
28887,P2,283
28888,P2,350
28889,P2,250
28890,P2,217
28891,P2,258
28892,P2,217
28893,P2,608
28894,P2,417
28895,P2,217
28896,P2,242
28897,P2,175
28898,P2,217
28899,P2,383
28900,P2,400
28901,P2,175
28902,P2,200
28903,P2,183
28904,P2,167
28905,P2,175
28906,P2,267
28907,P2,175
28908,P2,183
28909,P2,575
28910,P2,242
28911,P2,325
28912,P2,133
28913,P2,400
28914,P2,125
28915,P2,225
28916,P2,142
28917,P2,275
28918,P2,325
28919,P2,267
28920,P2,267
28921,P2,242
28922,P2,158
28923,P2,225
28924,P2,350
28925,P2,383
28926,P2,167
28927,P2,142
28928,P2,233
28929,P2,267
28930,P2,100
28931,P2,117
28932,P2,458
28933,P2,425
28934,P2,275
28935,P2,425
28936,P2,175
28937,P2,383
28938,P2,267
28939,P2,217
28940,P2,75
28941,P2,708
28942,P2,275
28943,P2,233
28944,P2,358
28945,P2,367
28946,P2,167
28947,P2,333
28948,P2,325
28949,P2,183
28950,P2,275
28951,P2,225
28952,P2,217
28953,P2,275
28954,P2,183
28955,P2,417
28956,P2,400
28957,P2,242
28958,P2,200
28959,P2,158
28960,P2,233
28961,P2,342
28962,P2,250
28963,P2,208
28964,P2,183
28965,P2,217
28966,P2,392
28967,P2,200
28968,P2,133
28969,P2,167
28970,P2,492
28971,P2,142
28972,P2,317
28973,P2,417
28974,P2,258
28975,P2,325
28976,P2,192
28977,P2,217
28978,P2,275
28979,P2,267
28980,P2,217
28981,P2,200
28982,P2,192
28983,P2,167
28984,P2,392
28985,P2,217
28986,P2,108
28987,P2,200
28988,P2,317
28989,P2,150
28990,P2,217
28991,P2,183
28992,P2,408
28993,P2,133
28994,P2,292
28995,P2,625
28996,P2,458
28997,P2,392
28998,P2,117
28999,P2,100
29000,P2,267
29001,P2,300
29002,P2,158
29003,P2,92
29004,P2,433
29005,P2,225
29006,P2,175
29007,P2,208
29008,P2,100
29009,P2,242
29010,P2,308
29011,P2,167
29012,P2,250
29013,P2,433
29014,P2,258
29015,P2,142
29016,P2,233
29017,P2,375
29018,P2,283
29019,P2,158
29020,P2,250
29021,P2,275
29022,P2,317
29023,P2,350
29024,P2,242
29025,P2,292
29026,P2,183
29027,P2,217
29028,P2,333
29029,P2,242
29030,P2,142
29031,P2,133
29032,P2,308
29033,P2,325
29034,P2,242
29035,P2,467
29036,P2,1075
29037,P2,175
29038,P2,392
29039,P2,617
29040,P2,242
29041,P2,183
29042,P2,325
29043,P2,167
29044,P2,217
29045,P2,217
29046,P2,242
29047,P2,233
29048,P2,275
29049,P2,83
29050,P2,225
29051,P2,283
29052,P2,117
29053,P2,300
29054,P2,125
29055,P2,392
29056,P2,150
29057,P2,142
29058,P2,167
29059,P2,217
29060,P2,225
29061,P2,175
29062,P2,250
29063,P2,175
29064,P2,517
29065,P2,183
29066,P2,83
29067,P2,75
29068,P2,133
29069,P2,150
29070,P2,175
29071,P2,325
29072,P2,192
29073,P2,542
29074,P2,133
29075,P2,425
29076,P2,692
29077,P2,133
29078,P2,300
29079,P2,108
29080,P2,417
29081,P2,417
29082,P2,200
29083,P2,350
